text,anger,fear,joy,sadness
@BTS_twt people have so much negativity filled inside them but im always happy that in such a gloomy world someone like u exists Namjoon,0.0,0.0,0.0,0.45
@BaileyDemented @hsmitty3 ill kill u if u bully her ðŸ˜¤ðŸ˜¤ðŸ˜¤,0.0,0.583,0.0,0.0
@BarackObama I love Lizzy Warren's latest rage against Wall Street.,0.177,0.0,0.0,0.0
@BartholomewD It's -terrible-! We're going to the local fish/chip place in Kirribilli ,0.0,0.354,0.0,0.0
@BartholomewD It's -terrible-! We're going to the local fish/chip place in Kirribilli #terrible,0.0,0.667,0.0,0.0
@BattleSmitten \n\nother begin telling a 'story' he realized that she was making an attempt at cheering him up. It was sweet of her and so âž¤,0.0,0.0,0.521,0.0
@BbeautifulSoul_ u always gotta attitude tho ... ðŸ˜• cheer up,0.0,0.0,0.188,0.0
@BearGrylls for your next series will u do a celebrity firefighting show and just chuck them all in a burning building and do the voiceover?,0.458,0.0,0.0,0.0
@BeeTuppy We're sorry to hear about the issues and how this is making you feel. We don't like to hear our customers being unhappy :-( We,0.0,0.0,0.0,0.438
@BelieveInBlue18 awe thanks! Couldn't be doing it without all your help and support and that amazing encouragement!ðŸ’•ðŸ˜˜ðŸ™ŒðŸ»,0.0,0.146,0.0,0.0
"@Berbaqueue @_indubioproreo shocking work ethic by our players, Rooney stifled by their laziness",0.0,0.396,0.0,0.0
@BertGatti not had much to cheer about you see ðŸ˜œðŸ˜‚ðŸ˜‚,0.0,0.0,0.52,0.0
@Bietron ðŸ¤“ dont be sad.. btw good night davina..go sleep larh..,0.0,0.0,0.0,0.333
@BigBossPeltonen \nLikewise #death #cutting ,0.0,0.625,0.0,0.0
@BigBossPeltonen \nLikewise #death #cutting #despair,0.0,0.833,0.0,0.0
@BigBrother__USA she is just jealous and a cry baby!  #gladsheisgone #crybaby,0.438,0.0,0.0,0.0
@BigBrother__USA she is just jealous and a cry baby! #bitter #gladsheisgone #crybaby,0.571,0.0,0.0,0.0
@BigDaddyx47 awe I'm sorry! I have 2 dogs 3 cats &amp; a snake,0.0,0.188,0.0,0.0
@BigLepley @angela31694996 @TheIndigoArrow Want to start a biker gang together when the GTA Online Biker DLC comes out?,0.0,0.396,0.0,0.0
@BillSwindell @DePauwU @dick_nixon I was having breakfast when I seen this?! I blew my cereal in the #sink!!,0.0,0.0,0.0,0.292
@BlairWitchMovie love new movie\n #BlairWitch #blairwitchproject  #HorrorMovies,0.0,0.438,0.0,0.0
@BlairWitchMovie love new movie\n#BlairWitch #blairwitchproject #horror #HorrorMovies,0.0,0.375,0.0,0.0
@Blancalanka96 thought it'd be fun and it is not fun but on the bright side I don't have to fight for parking,0.0,0.0,0.34,0.0
@BlizzHeroes I feel horrible dealing with 'players' in HotS. News on what you're doing about it? Getting stuck with uncooperative people!,0.0,0.479,0.0,0.0
"@BlueJayHunter I'm fine on the near future, I just want to go to bed super elated and put together audio compilations of great moments.",0.0,0.0,0.66,0.0
@BluesfestByron second artist announcement looking good #bluesfest2017  #Music #byronbay,0.0,0.0,0.0,0.229
@BluesfestByron second artist announcement looking good #bluesfest2017 #blues #Music #byronbay,0.0,0.0,0.0,0.083
"@BlurtAlerts 'the darkest of nights can be bright, the solemn of faces lights up with a smile'. -@Totemprince believe in me, as I do in you",0.0,0.0,0.0,0.229
"@BonesARP 'That is a disappointment.'\n\nHe fakes a pout, then starts to chuckle.",0.438,0.0,0.0,0.438
@BookOfKaells @quennell3_ no blues?!,0.0,0.0,0.0,0.333
@Bookselenaxxx @Hustler @Bookselenaxxx @Hustler \nðŸ‘…ðŸ’¦ðŸ‘…ðŸ’¦ðŸ‘…ðŸ’¦ðŸ‘…ðŸ’¦ðŸ‘…ðŸ’¦ðŸ‘…that hot pussy unappetizing that delight,0.0,0.0,0.375,0.0
"@BosNaud so scared to ruffle feathers, he resorted to writing in cryptic code. #UncleCamsCabin",0.5,0.0,0.0,0.0
@BossUpJaee but your pussy was weak from what I heard so stfu up to me bitch . You got to threaten him that your pregnant .,0.0,0.396,0.0,0.0
@BoudicaRides @realkingrobbo Isn't that exactly what they should do? What took so long? He is more #afraid of #ClintonMafia than #Congress,0.0,0.479,0.0,0.0
@BrandedByCas I was like that when I started college. It was horrific but it probably will get better. Don't give up yet,0.0,0.458,0.0,0.0
@BraveHermione_ + and gives it to hear] 'Please.. I can tell you anything if you want to listen. maybe you're dont afraid anymore of me +,0.0,0.592,0.0,0.0
@BrightPigSEO @BrightPigSEO we provide dignified and professional funerals at prices families can afford #satisfied clients #bright pig,0.0,0.0,0.345,0.0
@BritishBakeOff Val's 'soggy bottom' face will haunt me. Stay strong V-dog!,0.0,0.521,0.0,0.0
@British_Airways #lost #bag #stillwaiting go home in2days. DM'd you my info and have rung 9times a day. What more can I do? #wheresmybag,0.0,0.0,0.0,0.542
@British_Airways just came of BA6426 at @ortambo_int at least 6 passengers with broken bags. This was a new suitcase. #unhappy customer,0.0,0.0,0.0,0.729
"@BrumSciComm in a danish.  What horror, what depths. #gbbo",0.0,0.542,0.0,0.0
@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a !! #disgusted,0.0,0.521,0.0,0.0
@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a #nightmare!!  #disgusted,0.0,0.729,0.0,0.0
@Burnt_Out_Darth @theaterofscifi thanks. ,0.0,0.22,0.0,0.0
@Burnt_Out_Darth @theaterofscifi thanks. #nightmare,0.0,0.688,0.0,0.0
@CBCNews Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam  #polygamy,0.0,0.625,0.0,0.0
@CBCNews Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam #terror #polygamy,0.0,0.521,0.0,0.0
"@CBSBigBrother never bring back Meech and Bridgette. Crying because someone looks at you? Ugh, and Bridgette. ",0.479,0.0,0.0,0.0
"@CBSBigBrother never bring back Meech and Bridgette. Crying because someone looks at you? Ugh, and Bridgette. #bitter",0.521,0.0,0.0,0.0
"@CBSThisMorning @newsgirl123456 again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT)  #TRUMP #FAIL",0.0,0.375,0.0,0.0
"@CBSThisMorning @newsgirl123456 again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT) #terror #TRUMP #FAIL",0.0,0.667,0.0,0.0
"@CCTakato at least in crystal every part of it is portrayed as being WRONG, the dark atmosphere, the fact that mamoru is brainwashed",0.0,0.0,0.0,0.613
@CI  I don't think Monalisa has respect for anyone but herself! I think she'll ruffle a few feathers. #TheJail,0.625,0.0,0.0,0.0
"@CNBCFastMoney Harwood gleeful at these new numbers, bet your money on this reporting...look to lose it...@HillaryClinton liarthiefscoundrel",0.0,0.0,0.3,0.0
@CNN &amp; @donlemon must be rejoicing ovet #Charlotte protests. \n#NorthCarolina,0.0,0.0,0.28,0.0
"@CNN Wait, didn't she get a case of the ass when Donald Trump called it terrorism BEFORE all the facts were in?  I guess it's ok if she does",0.0,0.521,0.0,0.0
@CNN yes. Too many cops. And too many ppl who should have lost their lives r still alive.,0.0,0.0,0.0,0.688
@CP24 And I hope when the police met him at the subway that they took him straight to jail ðŸ˜• ,0.0,0.583,0.0,0.0
@CP24 And I hope when the police met him at the subway that they took him straight to jail ðŸ˜• #awful,0.0,0.562,0.0,0.0
@CSTrey4 thanks brotein shake ðŸ˜ˆðŸ˜ˆðŸ˜ˆ,0.0,0.271,0.0,0.0
@CTV_PowerPlay @lraitt Horrid disease! My maternal grandmother and each of her sisters suffered from this affliction. It's hard on all.,0.0,0.0,0.0,0.75
@Callidissima @ahouseingotham wrath of khan is one of the best movies of all time,0.146,0.0,0.0,0.0
@CarrieLynne2323 totally get it. When you've said no to donuts 13 times one week and lost 0.3 lbs you get discouraged! But it's not linear ðŸ˜˜,0.0,0.0,0.0,0.458
"@Casper10666 I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.",0.604,0.0,0.0,0.0
@CazuaL_WeaR @ScottInSC looks like a book shaped like a gun to me  #itsagunalright,0.0,0.0,0.208,0.0
@CazuaL_WeaR @ScottInSC looks like a book shaped like a gun to me #optimism #itsagunalright,0.0,0.0,0.408,0.0
"@CestLouLeLoup okay, not dead, but if I were, I'd come back to lovingly haunt your sweet asses",0.0,0.354,0.0,0.0
@CharlotteBnntt that's the joke. I know it's incense,0.222,0.0,0.0,0.0
"@ChibiReviews Post series depression can be quite bad, but it will get better, I bet someone will pick the novel soon in the west.",0.0,0.0,0.0,0.5
"@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create  #BlackLivesmatter #terrorism",0.0,0.663,0.0,0.0
"@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create #BlackLivesmatter ",0.0,0.646,0.0,0.0
@ChowdharyMahima Appreciate ur 'half truth.' Don't let ur good judgement swayed in the realm of propaganda. State doesn't sponsor terrorism.,0.0,0.542,0.0,0.0
"@Chr1sMcLaughlin he's brilliant, lost the joyous plot with us that year. Admits being a fan now after that.",0.0,0.0,0.48,0.0
"@ChrisBooker @ThePerezHilton On PHP54  and though the Kardashian stuff goes over my head, you're both hilarious, like gleeful little boys ðŸ˜‚ðŸ˜‚",0.0,0.0,0.808,0.0
@ChrisChristie You have no Police credentials-You were a litigator. Nothing more-No Experience. #Sad #TrumpPuppet #Felon  #jersey4sale,0.0,0.521,0.0,0.0
@ChrisChristie You have no Police credentials-You were a litigator. Nothing more-No Experience.#Sad #TrumpPuppet #Felon #bully #jersey4sale,0.0,0.479,0.0,0.0
@ChrisWarcraft The concept that a gay magazine feels like it has to cover terrible people -because theyâ€™re gay voices- seems all upside down,0.0,0.417,0.0,0.0
@Christy_RTR @doge_e_fresh I'm despondent,0.0,0.0,0.0,0.806
"@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an ",0.479,0.0,0.0,0.0
"@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an #outrage",0.688,0.0,0.0,0.0
@ChurdAllan fucked my coupon that goal! ,0.667,0.0,0.0,0.0
@ChurdAllan fucked my coupon that goal! #raging,0.729,0.0,0.0,0.0
"@Cigna bows out for the moment. Rather than sulk, I'm going to @UCSF for an opinion from the guys studying #Oligodendroglioma. âœŒï¸&amp; â¤ï¸ &amp; ðŸ©'s",0.0,0.0,0.0,0.312
@Cinestrong something a cyber bully would say,0.0,0.417,0.0,0.0
"@ClaireBlair27 See, that's how you and Michelle are so cheery!",0.0,0.0,0.5,0.0
@ClvlndK8 It's so sad! There's always such optimism with a new year. This is...not good. @BuckshotBandit1 @dapostrophearcy,0.0,0.0,0.188,0.0
"@CohenDS Yell, 'Bye, garbage!' cheerfully after it.",0.0,0.0,0.36,0.0
@ColMorrisDavis @rolling_2 @realDonaldTrump @pbump He's jubilant to hear the word that he probably uses in secret heard out loud.,0.0,0.0,0.333,0.0
@ContourCosmetic well done ladies! A great award for an amazing team. A delight to present the award to you.,0.0,0.0,0.84,0.0
@CorbettBarr @pjrvs @brianclark true. Just me spitting venom because I'm still bitter with Stripe. Like an old man yelling from his porch.,0.583,0.0,0.0,0.0
@CorningFootball  IT'S GAME DAY!!!!      T MINUS 14:30 ,0.125,0.0,0.0,0.0
@Corsair those sparkling looks like a gay vampire ðŸ˜,0.0,0.0,0.48,0.0
@Cory_Bonini AP didn't have a productive week 1 or 1st half against GB and Kalil is horrible! @Vikings D is its strongest asset currently.,0.0,0.396,0.0,0.0
"@Courteoussoul @MattyMcDee I'm at 349 and just decoded 20 or more blues and not one was over 340, where you getting your blues?",0.0,0.0,0.0,0.333
@Coyblake6 @ChloeCramphorn hahahaa you know coy!,0.0,0.208,0.0,0.0
"@Cpt_SRogers_\n'Well it can go one of two ways. You either get over it and accept it, because it's not going to change, or you mope about --",0.0,0.0,0.0,0.458
@CrayonToCrayon @SueScoby \nIt's always fun to anger 'All the Old Dudes.' with Rock N' Roll :)),0.354,0.0,0.0,0.0
@CrucialBMXShop ohh silver lake came up a lot on there! Is that where you guys stayed?,0.0,0.0,0.0,0.208
"@CursedRoyal I chuckle and shake my head, 'No that didn't bug me too much. I was still going to ask you but there's a lot you still don't--",0.0,0.354,0.0,0.0
@CurtisJobling Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted! ,0.0,0.167,0.0,0.0
@CurtisJobling Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted! #haunt,0.0,0.208,0.0,0.0
@DDandDeltaboys will be playing in the Bridge Bar @RameltonWhatsOn this sat (24th Sept) #blues #rhythmandblues #ramelton #donegal,0.0,0.0,0.0,0.254
@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! ,0.583,0.0,0.0,0.0
@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! #fuming,0.646,0.0,0.0,0.0
"@DKTaylorWriter I thought that was funny, too. But maybe not such a coincidence. Green must be the official color of optimism.",0.0,0.0,0.438,0.0
@DL_Hart @DonnieDollars @AaronBiggsPro @WWENoWayJose @cwfmidatlantic How did that chop feel? You still feel the sting of it? Looks brutal!,0.462,0.0,0.0,0.0
@DMAnthonyJoseph @TheClumpany No grudge. Only truth in abundance.,0.271,0.0,0.0,0.0
@DPD_UK I asked for my parcel to be delivered to a pick up store not my address  #poorcustomerservice,0.625,0.0,0.0,0.0
@DPD_UK I asked for my parcel to be delivered to a pick up store not my address #fuming #poorcustomerservice,0.896,0.0,0.0,0.0
@DRUDGE_REPORT @FoxNews good thing the FBI didn't offend them!,0.479,0.0,0.0,0.0
"@DSDambuster just finally started #homefronttherevolution, what did you all do the story and gameplay???  #wasteofmoney",0.0,0.354,0.0,0.0
"@DSDambuster just finally started #homefronttherevolution, what did you all do the story and gameplay??? #terrible #wasteofmoney",0.0,0.458,0.0,0.0
@DSWT I despair at this madness! It's beyond #shocking it's cold blooded murder!  How long will #SouthAfrica stand by &amp;watch #WorldRhinoDay,0.0,0.771,0.0,0.0
@D_McMenemy It'll be easy to spot the parade of tiny weans in expensive jammies. Really is hilarious!,0.0,0.0,0.75,0.0
@DailyJoshleen KA- like the start of cake and then Like saying C - if that makes sense ðŸ˜­ðŸ˜‚,0.0,0.229,0.0,0.0
@DailyMailCeleb @KTHopkins Katie I love how you describe yourself as 'normal'. Really you're anything but!  #neverchange,0.0,0.0,0.479,0.0
@DailyMailCeleb @KTHopkins Katie I love how you describe yourself as 'normal'. Really you're anything but! #hilarious #neverchange,0.0,0.0,0.5,0.0
@DaltonRapattoni sadly i have to go to bed now don't announce anything while i'm gone thank u i love you,0.0,0.0,0.0,0.417
@DamnPatriot You're a POS for rejoicing in someone's death.,0.0,0.0,0.019,0.0
"@Damn_It_Dillon @SamUndomiel of course! This is a happy hentai, not a sad or gloomy one",0.0,0.0,0.0,0.208
@DanLanthier That was exhilarating hockey. They're still out if Russia wins in regulation I'm reading. #fuck,0.0,0.0,0.396,0.0
@DanRather What King says doesn't matter. The fact he came w/ psycho Don is by far more of an affront.,0.562,0.0,0.0,0.0
@DaniQays @AJENews ohh.. so here comes sense from terror supporting stone pelting vandalizing ppl who gather b4 protests to announce ...,0.0,0.646,0.0,0.0
"@Daniel_Sankey @hayleyp79 Haha.... Actually, after the Doggies I'm barracking for Anyone But GWS! ",0.417,0.0,0.0,0.0
"@Daniel_Sankey @hayleyp79 Haha.... Actually, after the Doggies I'm barracking for Anyone But GWS! #bitter",0.472,0.0,0.0,0.0
@DarbyHogle the red one would look super pretty with a bronzy glowy nude lip makeup look! 3rd black would be pretty with a dark lip! ðŸ˜,0.0,0.0,0.0,0.125
@DarkLuneFantasy wallah my blood is boiling I need to take a nap ugh,0.817,0.0,0.0,0.0
"@Darren_Hammer amen, nothing personal mate, just tired of all of the complaining from our fans, it's Been a relentless tirade of misery",0.542,0.0,0.0,0.0
"@David_Stepp Any other election, fine vote 3rd party as useless as it is but not this one. I hesitate to say it'd be selfish but...",0.0,0.458,0.0,0.0
@Deadspin @jrzy_boy This is about him being left off because they wanted to play a heavier game. We needed his offense tho. Amongst others.,0.542,0.0,0.0,0.0
